probe	count.ini	count.fil	count.xun	count.uni	count.qc	diagnosis
STDHsInv1569BP1HG38	4713	1776	1773	3	1773	errorMatches
STDHsInv1569BP2HG38	4146	1783	1781	2	1781	errorMatches
STDHsInv1590BP1HG38	4287	1624	1624	0	1624	
STDHsInv1590BP2HG38	4161	1622	1622	0	1622	
STDHsInv1785BP1HG38	4527	2039	1897	142	1897	errorMatches
STDHsInv1785BP2HG38	2473	1295	1153	142	1152	errorMatches
STDHsInv1790BP1HG38	4637	2191	2191	0	2191	
STDHsInv1790BP2HG38	3704	1513	1503	10	1503	errorMatches
STDHsInv1798BP0HG38	1836	1037	1021	16	1021	errorMatches
STDHsInv1819BP1HG38	3735	1702	1702	0	1702	
STDHsInv1819BP2HG38	3359	1218	1218	0	1218	
STDHsInv1820BP1HG38	4163	1512	1391	121	1391	errorMatches
STDHsInv1820BP2HG38	4919	1406	824	582	816	errorMatches
STDHsInv1838BP1HG38	4123	1624	1624	0	1624	
STDHsInv1838BP2HG38	2203	367	357	10	357	errorMatches
STDHsInv1848BP1HG38	2291	1346	1327	19	1327	errorMatches
STDHsInv1848BP2HG38	4677	2055	1925	130	1925	errorMatches
STDHsInv1867BP1HG38	3948	1413	895	518	891	errorMatches
STDHsInv1867BP2HG38	3406	1425	1378	47	1377	errorMatches
STDHsInv1868BP1HG38	2657	1335	1326	9	1326	errorMatches
STDHsInv1868BP2HG38	2573	1589	1589	0	1589	
STDHsInv1874BP1HG38	2808	0	0	0	0	emptyRef,allFiltered
STDHsInv1875BP1HG38	5	1	1	0	0	emptyRef
STDHsInv1875BP2HG38	12	0	0	0	0	emptyRef,allFiltered
