probe	count.ini	count.fil	count.xun	count.uni	count.qc	diagnosis
STDHsInv1474BP2HG38	3269	1066	710	38	325	errorMatches
STDHsInv1569BP1HG38	6652	2524	1773	3	677	errorMatches
STDHsInv1569BP2HG38	5843	2516	1781	2	702	errorMatches
STDHsInv1590BP1HG38	6135	2324	1624	0	615	
STDHsInv1590BP2HG38	5892	2323	1622	0	602	
STDHsInv1785BP1HG38	5698	2795	1896	142	873	errorMatches
STDHsInv1785BP2HG38	3445	1826	1153	142	493	errorMatches
STDHsInv1790BP1HG38	6410	3050	2190	0	950	
STDHsInv1790BP2HG38	5195	2108	1503	10	642	errorMatches
STDHsInv1798BP0HG38	2470	1457	1021	16	426	errorMatches
STDHsInv1819BP1HG38	5281	2449	1702	0	674	
STDHsInv1819BP2HG38	4752	1752	1218	0	467	
STDHsInv1820BP1HG38	5460	2110	1391	121	594	errorMatches
STDHsInv1820BP2HG38	6482	1908	824	582	349	errorMatches
STDHsInv1838BP1HG38	5695	2263	1624	0	706	
STDHsInv1838BP2HG38	3344	471	356	10	146	errorMatches
STDHsInv1848BP1HG38	3070	1819	1327	19	633	errorMatches
STDHsInv1848BP2HG38	6693	2903	1925	130	849	errorMatches
STDHsInv1867BP1HG38	5703	2059	895	517	357	errorMatches
STDHsInv1867BP2HG38	4734	2008	1377	47	603	errorMatches
STDHsInv1868BP1HG38	3689	1870	1326	9	575	errorMatches
STDHsInv1868BP2HG38	3589	2242	1589	0	649	
STDHsInv1874BP1HG38	2137	0	0	0	0	emptyRef,allFiltered
STDHsInv1875BP1HG38	8	2	1	0	0	emptyRef
STDHsInv1875BP2HG38	69	2	0	0	0	emptyRef
